University,Institution_Type,City,State,Location,US_News_Ranking_2025,Data_Quality,Acceptance_Rate_Pct,Bach_SAT_25th,Bach_SAT_75th,Bach_SAT_Midpoint,Bach_ACT_25th,Bach_ACT_75th,Bach_ACT_Midpoint,Bach_SAT_ACT_Policy,Bach_Avg_GPA_Admitted,Bach_TOEFL_Min,Bach_IELTS_Min,Bach_Tuition_InState_USD,Bach_Tuition_OutOfState_USD,Bach_Annual_Tuition_USD,Bach_Application_Deadline,Scholarship_Financial_Aid,Masters_Programs_Offered,Masters_Min_GPA_Recommended,Masters_GRE_Policy,Masters_Avg_GRE_Verbal,Masters_Avg_GRE_Quant,Masters_TOEFL_Min,Masters_IELTS_Min,Masters_Annual_Tuition_USD,Masters_Application_Deadline,Masters_LOR_Count,Masters_SOP_Required,TOEFL_IELTS_Source,Data_Source,Official_URL
Hult International Business School,Private University (Nonprofit),Cambridge,MA,"Cambridge, MA",Unranked,Estimated (type-based),60.5,1170.0,1300.0,1240.0,25.0,29.0,27.0,Test-Optional,3.41,80.0,6.5,57200,57200,57200,January 1,Merit and need-based scholarships available,Yes,2.75,Not required,154.0,156.0,85.0,7.0,49500.0,January 15,2.0,Yes,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.hult.edu/
Humphreys University-Stockton and Modesto Campuses,Private University (Nonprofit),Stockton,CA,"Stockton, CA",Unranked,Estimated (type-based),65.2,1110.0,1240.0,1170.0,24.0,27.0,26.0,Test-Optional,3.23,80.0,6.5,13500,13500,13500,January 1,Institutional grants and scholarships; FAFSA required,Yes,2.75,Optional (varies by department),153.0,156.0,85.0,7.0,11100.0,December 15,3.0,Yes,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.humphreys.edu/
Huntingdon College,Private University (Nonprofit),Montgomery,AL,"Montgomery, AL",Unranked,Estimated (SAT-based),69.5,1010.0,1220.0,1110.0,20.0,25.0,22.0,Test-Optional,3.16,79.0,6.5,29100,29100,29100,February 1,Merit and need-based scholarships available,Yes,2.75,Not required,153.0,155.0,84.0,7.0,26000.0,January 15,2.0,Yes,Estimated (SAT-tier proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.huntingdon.edu/
Huntington University,Private University (Nonprofit),Huntington,IN,"Huntington, IN",Unranked,Estimated (SAT-based),75.6,930.0,1150.0,1040.0,18.0,26.0,22.0,Test-Optional,2.92,71.0,6.0,31900,31900,31900,January 1,Merit scholarships and need-based aid available,Yes,2.75,Not required,152.0,154.0,76.0,6.5,25100.0,December 1,3.0,Yes,Estimated (SAT-tier proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.huntington.edu/
Hutchinson Community College,Public Community College,Hutchinson,KS,"Hutchinson, KS",Unranked,Estimated (type-based),81.4,855.0,1000.0,927.0,17.0,21.0,19.0,Not required (open admission),N/A (Open Admission),61.0,5.5,3500,4800,4800,Rolling admissions,Need-based aid; local foundation scholarships,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.hutchcc.edu/
ITI Technical College,Public Community College,Baton Rouge,LA,"Baton Rouge, LA",Unranked,Estimated (type-based),87.3,835.0,985.0,910.0,17.0,21.0,19.0,Not required (open admission),N/A (Open Admission),61.0,5.5,11700,11700,11700,Rolling admissions,FAFSA eligible; community foundation grants,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.iticollege.edu/
Idaho State University,Public University,Pocatello,ID,"Pocatello, ID",Unranked,Estimated (type-based),78.5,1070.0,1210.0,1150.0,23.0,26.0,24.0,Test-Optional,3.25,79.0,6.5,8600,27700,27700,November 30,State and federal aid; merit scholarships available,Yes,2.75,Not required,151.0,153.0,84.0,7.0,21100.0,January 15,2.0,Yes,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.isu.edu/
Iliff School of Theology,Private University (Nonprofit),Denver,CO,"Denver, CO",Unranked,Estimated (type-based),61.7,1080.0,1230.0,1160.0,23.0,27.0,25.0,Test-Optional,3.17,80.0,6.5,33600,33600,33600,February 1,Institutional grants and scholarships; FAFSA required,Yes,2.75,Optional (varies by department),154.0,156.0,85.0,7.0,27000.0,December 1,3.0,Yes,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.iliff.edu/
Illinois Central College,Public Community College,East Peoria,IL,"East Peoria, IL",Unranked,Estimated (type-based),85.7,825.0,930.0,877.0,17.0,19.0,18.0,Not required (open admission),N/A (Open Admission),61.0,5.5,4800,12200,12200,Rolling admissions,FAFSA eligible; community foundation grants,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://icc.edu/
Illinois College,Private University (Nonprofit),Jacksonville,IL,"Jacksonville, IL",Unranked,Estimated (SAT-based),78.2,880.0,1180.0,1030.0,19.0,26.0,22.0,Test-Optional,2.95,71.0,6.0,38700,38700,38700,January 1,Institutional grants and scholarships; FAFSA required,Yes,2.75,Not required,152.0,154.0,76.0,6.5,32300.0,December 15,3.0,Yes,Estimated (SAT-tier proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.ic.edu/
Illinois College of Optometry,Private University (Nonprofit),Chicago,IL,"Chicago, IL",Unranked,Estimated (type-based),66.2,1100.0,1250.0,1170.0,24.0,27.0,26.0,Test-Optional,3.24,80.0,6.5,35900,35900,35900,January 1,Institutional grants and scholarships; FAFSA required,Yes,2.75,Optional (varies by department),153.0,155.0,85.0,7.0,30400.0,December 15,3.0,Yes,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.ico.edu/
Illinois Eastern Community Colleges,Public Community College,Olney,IL,"Olney, IL",Unranked,Estimated (type-based),86.9,840.0,975.0,907.0,17.0,20.0,18.0,Not required (open admission),N/A (Open Admission),61.0,5.5,5300,12500,12500,Rolling admissions,Federal Pell Grant eligible; state aid available,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.iecc.edu/
Illinois Institute of Technology,Private University (Nonprofit),Chicago,IL,"Chicago, IL",Unranked,Estimated (SAT-based),54.9,1180.0,1440.0,1310.0,26.0,32.0,29.0,Test-Optional,3.55,84.0,6.5,52400,52400,52400,February 1,Institutional grants and scholarships; FAFSA required,Yes,3.3,Optional for most programs,153.0,158.0,89.0,7.0,45400.0,December 1,3.0,Yes,Estimated (SAT-tier proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.iit.edu/
Illinois State University,Public University,Normal,IL,"Normal, IL",Unranked,Estimated (SAT-based),88.1,990.0,1210.0,1100.0,21.0,27.0,24.0,Test-Optional,3.07,79.0,6.5,16100,28200,28200,November 30,State and federal aid; merit scholarships available,Yes,2.75,Not required,150.0,152.0,84.0,7.0,18700.0,January 15,2.0,Yes,Estimated (SAT-tier proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://illinoisstate.edu/
Illinois Valley Community College,Public Community College,Oglesby,IL,"Oglesby, IL",Unranked,Estimated (type-based),88.2,840.0,985.0,912.0,17.0,21.0,19.0,Not required (open admission),N/A (Open Admission),61.0,5.5,4200,16400,16400,Rolling admissions,Federal Pell Grant eligible; state aid available,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.ivcc.edu/
Illinois Wesleyan University,Private University (Nonprofit),Bloomington,IL,"Bloomington, IL",Unranked,Estimated (SAT-based),39.3,1120.0,1340.0,1230.0,25.0,30.0,28.0,Test-Optional,3.42,80.0,6.5,57700,57700,57700,January 1,Institutional grants and scholarships; FAFSA required,Yes,3.0,Optional for most programs,149.0,153.0,85.0,7.0,51000.0,January 15,3.0,Yes,Estimated (SAT-tier proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.iwu.edu/
Imperial Valley College,Public Community College,Imperial,CA,"Imperial, CA",Unranked,Estimated (type-based),87.0,850.0,965.0,907.0,17.0,20.0,18.0,Not required (open admission),N/A (Open Admission),61.0,5.5,1100,8900,8900,August 1,FAFSA eligible; community foundation grants,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.imperial.edu/
Independence Community College,Public Community College,Independence,KS,"Independence, KS",Unranked,Estimated (type-based),88.3,850.0,960.0,905.0,17.0,20.0,18.0,Not required (open admission),N/A (Open Admission),61.0,5.5,4600,5000,5000,August 1,Need-based aid; local foundation scholarships,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.indycc.edu/
Indian Hills Community College,Public Community College,Ottumwa,IA,"Ottumwa, IA",Unranked,Estimated (type-based),84.7,815.0,955.0,885.0,16.0,20.0,18.0,Not required (open admission),N/A (Open Admission),61.0,5.5,5000,6100,6100,August 1,Need-based aid; local foundation scholarships,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.indianhills.edu/
Indian River State College,Public University,Fort Pierce,FL,"Fort Pierce, FL",Unranked,Estimated (type-based),71.2,1070.0,1220.0,1140.0,23.0,27.0,25.0,Test-Optional,3.15,79.0,6.5,2800,10200,10200,November 30,State and federal aid; merit scholarships available,Yes,2.75,Not required,152.0,154.0,84.0,7.0,6100.0,January 15,2.0,Yes,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.irsc.edu/
Indiana Institute of Technology,Private University (Nonprofit),Fort Wayne,IN,"Fort Wayne, IN",Unranked,Estimated (type-based),70.4,1080.0,1230.0,1160.0,23.0,27.0,25.0,Test-Optional,3.23,80.0,6.5,31400,31400,31400,November 1 (ED); January 15 (RD),Merit scholarships and need-based aid available,Yes,2.75,Not required,153.0,155.0,85.0,7.0,26900.0,January 15,3.0,Yes,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.indianatech.edu/
Indiana State University,Public University,Terre Haute,IN,"Terre Haute, IN",Unranked,Estimated (type-based),80.8,1030.0,1170.0,1110.0,22.0,25.0,24.0,Test-Optional,3.1,79.0,6.5,10300,22300,22300,January 15,Institutional merit awards; need-based grants,Yes,2.75,Not required,151.0,153.0,84.0,7.0,15100.0,Rolling / January 15,3.0,Yes,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://indianastate.edu/
Indiana University-Bloomington,Public University,Bloomington,IN,"Bloomington, IN",Unranked,Estimated (SAT-based),78.2,1170.0,1400.0,1280.0,27.0,33.0,30.0,Test-Optional,3.43,84.0,6.5,12100,41900,41900,January 15,Institutional merit awards; need-based grants,Yes,3.0,Optional for most programs,149.0,153.0,89.0,7.0,28000.0,Rolling / January 15,3.0,Yes,Estimated (SAT-tier proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://bloomington.iu.edu/
Indiana University-East,Public University,Richmond,IN,"Richmond, IN",Unranked,Estimated (SAT-based),67.2,960.0,1170.0,1060.0,19.0,24.0,22.0,Test-Optional,3.0,79.0,6.5,8400,22800,22800,January 15,Institutional merit awards; need-based grants,Yes,2.75,Not required,153.0,155.0,84.0,7.0,14900.0,Rolling / January 15,3.0,Yes,Estimated (SAT-tier proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://east.iu.edu/
Indiana University-Indianapolis,Public University,Indianapolis,IN,"Indianapolis, IN",Unranked,Estimated (SAT-based),76.4,1030.0,1240.0,1140.0,21.0,29.0,25.0,Test-Optional,3.15,79.0,6.5,10800,34900,34900,January 15,Institutional merit awards; need-based grants,Yes,2.75,Not required,151.0,153.0,84.0,7.0,23700.0,Rolling / January 15,3.0,Yes,Estimated (SAT-tier proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://indianapolis.iu.edu/
Indiana University-Kokomo,Public University,Kokomo,IN,"Kokomo, IN",Unranked,Estimated (SAT-based),86.5,960.0,1150.0,1060.0,21.0,27.0,24.0,Test-Optional,2.99,79.0,6.5,8400,22800,22800,January 15,Institutional merit awards; need-based grants,Yes,2.75,Not required,150.0,152.0,84.0,7.0,15400.0,Rolling / January 15,3.0,Yes,Estimated (SAT-tier proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://kokomo.iu.edu/
Indiana University-Northwest,Public University,Gary,IN,"Gary, IN",Unranked,Estimated (SAT-based),73.4,910.0,1180.0,1040.0,18.0,26.0,22.0,Test-Optional,2.98,71.0,6.0,8400,22800,22800,January 15,Institutional merit awards; need-based grants,Yes,2.75,Not required,152.0,154.0,76.0,6.5,15600.0,Rolling / January 15,3.0,Yes,Estimated (SAT-tier proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://northwest.iu.edu/
Indiana University-South Bend,Public University,South Bend,IN,"South Bend, IN",Unranked,Estimated (SAT-based),83.8,950.0,1190.0,1070.0,21.0,23.0,22.0,Test-Optional,3.04,79.0,6.5,8400,22800,22800,January 15,Institutional merit awards; need-based grants,Yes,2.75,Not required,150.0,152.0,84.0,7.0,16000.0,Rolling / January 15,3.0,Yes,Estimated (SAT-tier proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://southbend.iu.edu/
Indiana University-Southeast,Public University,New Albany,IN,"New Albany, IN",Unranked,Estimated (SAT-based),84.5,970.0,1180.0,1080.0,20.0,25.0,22.0,Test-Optional,3.05,79.0,6.5,8400,22800,22800,January 15,Institutional merit awards; need-based grants,Yes,2.75,Not required,150.0,152.0,84.0,7.0,16000.0,Rolling / January 15,3.0,Yes,Estimated (SAT-tier proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://southeast.iu.edu/
Indiana Wesleyan University-Marion,Private University (Nonprofit),Marion,IN,"Marion, IN",Unranked,Estimated (SAT-based),88.9,960.0,1180.0,1070.0,19.0,28.0,24.0,Test-Optional,3.09,79.0,6.5,32400,32400,32400,November 1 (ED); January 15 (RD),Need-based aid; merit scholarships available,Yes,2.75,Not required,150.0,152.0,84.0,7.0,29200.0,February 1,3.0,Yes,Estimated (SAT-tier proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.indwes.edu/
Institute for Business and Technology,Public Community College,San Jose,CA,"San Jose, CA",Unranked,Estimated (type-based),85.0,815.0,970.0,892.0,16.0,20.0,18.0,Not required (open admission),N/A (Open Admission),61.0,5.5,5500,10000,10000,Rolling admissions,FAFSA eligible; community foundation grants,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://ibt.edu/
Institute for Clinical Social Work,Private University (Nonprofit),Chicago,IL,"Chicago, IL",Unranked,Estimated (type-based),62.4,1100.0,1220.0,1160.0,24.0,27.0,26.0,Test-Optional,3.18,80.0,6.5,33900,33900,33900,February 1,Merit and need-based scholarships available,Yes,2.75,Not required,154.0,156.0,85.0,7.0,27400.0,January 1,2.0,Yes,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.icsw.edu/
Institute of American Indian and Alaska Native Culture and Arts Development,Public University,Santa Fe,NM,"Santa Fe, NM",Unranked,Estimated (type-based),97.5,1000.0,1180.0,1090.0,21.0,26.0,24.0,Test-Optional,3.14,79.0,6.5,5900,5900,5900,January 15,Need-based aid; merit scholarships; in-state tuition benefit,Yes,2.75,Not required,148.0,150.0,84.0,7.0,6000.0,February 1,3.0,Yes,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://iaia.edu/
Intellitec College-Colorado Springs,Public Community College,Colorado Springs,CO,"Colorado Springs, CO",Unranked,Estimated (type-based),87.9,810.0,940.0,875.0,16.0,20.0,18.0,Not required (open admission),N/A (Open Admission),61.0,5.5,6000,10500,10500,August 1,Federal Pell Grant eligible; state aid available,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://intellitec.edu/
Intellitec College-Grand Junction,Public Community College,Grand Junction,CO,"Grand Junction, CO",Unranked,Estimated (type-based),88.5,850.0,975.0,912.0,17.0,20.0,18.0,Not required (open admission),N/A (Open Admission),61.0,5.5,6100,10600,10600,August 1,Federal Pell Grant eligible; state aid available,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://intellitec.edu/
Interactive College of Technology-Chamblee,Public Community College,Chamblee,GA,"Chamblee, GA",Unranked,Estimated (type-based),83.9,830.0,955.0,892.0,17.0,20.0,18.0,Not required (open admission),N/A (Open Admission),61.0,5.5,11300,11300,11300,Rolling admissions,FAFSA eligible; community foundation grants,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.ict.edu/
