University,City,State,Location,SAT_Min,SAT_Max,SAT_Avg,ACT_Min,ACT_Max,ACT_Avg,Tuition_USD,Institution_Type,Deadline,Average_GPA,TOEFL_Min,IELTS_Min,Scholarship_Mentioned,Scholarship_Amount_Examples,Scholarship_Percentages,URL,GPA_Min
Middlesex College,Edison,NJ,"Edison, NJ",820,930,875,17,19,18,7400,Public Community College,1-Aug,3.17,61,5.5,1,1104-2112,22,https://www.middlesexcollege.edu/,0
Middlesex Community College,Bedford,MA,"Bedford, MA",820,950,885,17,20,18,12100,Public Community College,Rolling,3.17,61,5.5,1,1771-3386,10,http://mxcc.edu/,0
Midland University,Fremont,NE,"Fremont, NE",960,1170,1070,17,23,20,42000,Private University,1-Jan,2.97,79,6.5,1,1104-2112,22,https://www.midlandu.edu/,2.75
Midway University,Midway,KY,"Midway, KY",1100,1170,1140,20,25,22,27200,Private University,15-Jan,3.15,79,6.5,1,1104-2112,22,https://www.midway.edu/,2.75
Midwest Institute,Earth City,MO,"Earth City, MO",825,965,895,17,20,18,9500,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://midwestinstitute.com/,0
Midwestern Baptist Theological Seminary,Kansas City,MO,"Kansas City, MO",990,1140,1080,21,25,23,10100,Private University,15-Jan,3.09,80,6.5,1,1104-2112,22,https://www.mbts.edu/,2.75
Midwestern University-Downers Grove,Downers Grove,IL,"Downers Grove, IL",1100,1270,1180,24,28,26,38900,Private University,1-Jan,3.32,80,6.5,1,1104-2112,22,https://www.midwestern.edu/,2.75
Milan Institute-Visalia,Visalia,CA,"Visalia, CA",940,1040,990,20,22,21,18700,Private University,Rolling,2.6,80,6.5,1,1104-2112,22,https://www.milaninstitute.edu/,0
Miles College,Fairfield,AL,"Fairfield, AL",1100,1250,1170,24,27,26,13300,Private University,15-Jan,3.28,80,6.5,1,1104-2112,22,https://www.miles.edu/,2.75
Miles Community College,Miles City,MT,"Miles City, MT",835,975,905,17,20,18,10600,Public Community College,Rolling,3.17,61,5.5,1,1315-2179,16,http://milescc.edu/,0
Miller-Motte College-Arizona Automotive Institute,Glendale,AZ,"Glendale, AZ",855,965,910,17,20,18,9600,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.aai.edu/,0
Millikin University,Decatur,IL,"Decatur, IL",860,1130,1000,18,25,22,26900,Private University,15-Jan,2.84,71,6,1,1104-2112,22,https://millikin.edu/,2.75
Millsaps College,Jackson,MS,"Jackson, MS",1020,1150,1090,21,28,24,44700,Private University,1-Jan,3.06,79,6.5,1,1104-2112,22,https://www.millsaps.edu/,2.75
Mineral Area College,Park Hills,MO,"Park Hills, MO",825,955,890,17,20,18,8600,Public Community College,Rolling,3.17,61,5.5,1,8240-19263,38,http://mineralarea.edu/,0
Minneapolis College of Art and Design,Minneapolis,MN,"Minneapolis, MN",1130,1340,1240,21,29,25,45500,Private University,1-Jan,3.36,80,6.5,1,1104-2112,22,https://mcad.edu/,3
Minneapolis Community and Technical College,Minneapolis,MN,"Minneapolis, MN",840,965,902,17,20,18,6200,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.minneapolis.edu/,0
Minnesota North College,Hibbing,MN,"Hibbing, MN",850,970,910,17,20,18,6000,Public Community College,1-Aug,3.17,61,5.5,1,1104-2112,22,https://minnesotanorth.edu/,0
Minnesota State College Southeast,Winona,MN,"Winona, MN",845,970,907,17,20,18,6400,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.southeastmn.edu/,0
Minnesota State Community and Technical College,Fergus Falls,MN,"Fergus Falls, MN",850,1000,925,17,21,19,5900,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.minnesota.edu/,0
Minnesota State University Moorhead,Moorhead,MN,"Moorhead, MN",1020,1160,1090,18,25,22,10400,Public University,Rolling,3.04,79,6.5,1,4411-11272,16,http://mnstate.edu/,2.75
Minnesota State University-Mankato,Mankato,MN,"Mankato, MN",1080,1220,1150,21,25,23,18900,Public University,Rolling,3.16,80,6.5,1,1104-2112,22,https://mnsu.edu/,3
Minnesota West Community and Technical College,Granite Falls,MN,"Granite Falls, MN",850,1000,925,17,21,19,6500,Public Community College,1-Aug,3.17,61,5.5,1,1104-2112,22,https://www.mnwest.edu/,0
MiraCosta College,Oceanside,CA,"Oceanside, CA",1080,1230,1150,23,27,25,9800,Public University,1-Mar,3.24,79,6.5,1,8011-17227,34,http://miracosta.edu/,2.75
Mission College,Santa Clara,CA,"Santa Clara, CA",810,955,882,16,20,18,12500,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.missioncollege.edu/,0
Mission University,Springfield,MO,"Springfield, MO",1090,1230,1160,23,27,25,17000,Private University,15-Jan,3.19,80,6.5,1,1104-2112,22,https://www.mission.edu/,2.75
Mississippi College,Clinton,MS,"Clinton, MS",1020,1160,1090,19,25,22,23500,Private University,1-Jan,3.13,79,6.5,1,1104-2112,22,https://www.mc.edu/,2.75
Mississippi Delta Community College,Moorhead,MS,"Moorhead, MS",830,980,905,17,21,19,3500,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.msdelta.edu/,0
Mississippi Gulf Coast Community College,Perkinston,MS,"Perkinston, MS",835,945,890,17,20,18,7800,Public Community College,Rolling,3.17,61,5.5,1,1674-3375,11,http://mgccc.edu/,0
Mississippi State University,Mississippi State,MS,"Mississippi State, MS",1100,1350,1220,21,29,25,27600,Public University,Rolling,3.38,80,6.5,1,4653-6787,15,http://mssstate.edu/,3
Mississippi University for Women,Columbus,MS,"Columbus, MS",1020,1160,1090,17,24,20,8500,Public University,15-Jan,3.11,79,6.5,1,1104-2112,22,https://www.muw.edu/,2.75
Mississippi Valley State University,Itta Bena,MS,"Itta Bena, MS",800,940,870,13,17,15,7700,Public University,1-Feb,2.65,73,6,1,1104-2112,22,https://www.mvsu.edu/,2.75
Missouri Baptist University,Saint Louis,MO,"Saint Louis, MO",840,980,910,12,18,15,34600,Private University,15-Jan,2.68,78,6,1,1104-2112,22,https://www.mobap.edu/,2.75
Missouri College of Cosmetology and Esthetics,Jefferson City,MO,"Jefferson City, MO",930,1050,990,19,22,20,18200,Private University,Rolling,2.71,80,6.5,1,1104-2112,22,https://merrelluniversity.edu/,0
Missouri Southern State University,Joplin,MO,"Joplin, MO",1150,1420,1280,17,24,20,17100,Public University,Rolling,3.46,84,6.5,1,1104-2112,22,https://www.mssu.edu/,3
Missouri State University-Springfield,Springfield,MO,"Springfield, MO",1020,1270,1140,19,26,22,18800,Public University,1-Feb,3.17,79,6.5,1,1104-2112,22,https://www.missouristate.edu/,2.75
Missouri State University-West Plains,West Plains,MO,"West Plains, MO",840,965,902,17,20,18,8100,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://wp.missouristate.edu/,0
Missouri University of Science and Technology,Rolla,MO,"Rolla, MO",1190,1420,1300,25,31,28,33200,Public University,15-Jan,3.56,84,6.5,1,2602-4853,20,http://mst.edu/,3.3
Missouri Valley College,Marshall,MO,"Marshall, MO",900,1120,1000,16,20,18,23700,Private University,15-Jan,2.97,71,6,1,8160-18476,28,http://moval.edu/,2.75
Missouri Western State University,Saint Joseph,MO,"Saint Joseph, MO",1060,1210,1130,23,26,24,20900,Public University,30-Nov,3.13,79,6.5,1,1104-2112,22,https://www.missouriwestern.edu/,2.75
Mitchell College,New London,CT,"New London, CT",980,1130,1050,21,24,22,40500,Private University,15-Jan,2.97,80,6.5,1,1104-2112,22,https://www.mitchell.edu/,2.75
Mitchell Hamline School of Law,Saint Paul,MN,"Saint Paul, MN",1100,1230,1160,24,27,26,34800,Private University,1-Feb,3.2,80,6.5,1,1104-2112,22,https://www.mitchellhamline.edu/,2.75
Moberly Area Community College,Moberly,MO,"Moberly, MO",820,970,895,17,20,18,8600,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.macc.edu/,0
Model College of Hair Design,Saint Cloud,MN,"Saint Cloud, MN",945,1055,1000,20,22,21,17500,Private University,Rolling,2.47,80,6.5,1,1104-2112,22,https://www.modelcollegeofhairdesign.com/,0
Modern Beauty Academy,Oxnard,CA,"Oxnard, CA",945,1070,1007,20,23,22,18500,Private University,Rolling,2.59,80,6.5,1,1104-2112,22,https://www.modernbeautyacademy.org/,0
Modesto Junior College,Modesto,CA,"Modesto, CA",1060,1210,1130,23,26,24,9300,Public University,1-Mar,3.11,79,6.5,1,8092-12130,30,http://mjc.edu/,2.75
Mohave Community College,Kingman,AZ,"Kingman, AZ",860,980,920,18,21,20,8000,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.mohave.edu/,0
Moler Barber College,Oakland,CA,"Oakland, CA",940,1040,990,20,22,21,19200,Private University,Rolling,2.75,80,6.5,1,1104-2112,22,https://moler.org/,0
Monmouth College,Monmouth,IL,"Monmouth, IL",1000,1210,1100,20,27,24,44900,Private University,1-Feb,3.1,79,6.5,1,8156-20015,31,http://monmouthcollege.edu/,2.75
Monmouth University,West Long Branch,NJ,"West Long Branch, NJ",1140,1310,1220,24,29,26,46600,Private University,1-Jan,3.32,80,6.5,1,8909-20184,34,http://monmouth.edu/,3
Monroe County Community College,Monroe,MI,"Monroe, MI",850,955,902,17,20,18,8300,Public Community College,Rolling,3.17,61,5.5,1,1524-3077,15,http://monroeccc.edu/,0
Montana State University,Bozeman,MT,"Bozeman, MT",1060,1280,1180,21,27,24,33300,Public University,1-Feb,3.24,80,6.5,1,3872-10164,15,http://montana.edu/,3
Montana State University Billings,Billings,MT,"Billings, MT",1050,1210,1140,22,26,24,22900,Public University,1-Feb,3.17,79,6.5,1,2092-7785,19,http://msubillings.edu/,2.75
Montana State University-Northern,Havre,MT,"Havre, MT",1060,1220,1140,23,27,25,21900,Public University,1-Feb,3.17,79,6.5,1,1104-2112,22,https://www.msun.edu/,2.75
Montana Technological University,Butte,MT,"Butte, MT",1040,1260,1150,19,25,22,26200,Public University,1-Feb,3.15,80,6.5,1,1104-2112,22,https://www.mtech.edu/,3
Montcalm Community College,Sidney,MI,"Sidney, MI",845,955,900,17,20,18,10400,Public Community College,1-Aug,3.17,61,5.5,1,1104-2112,22,https://www.montcalm.edu/,0
Montclair State University,Montclair,NJ,"Montclair, NJ",910,1210,1060,14,20,17,26000,Public University,30-Nov,2.97,79,6.5,1,2829-6210,23,http://montclair.edu/,2.75
Monterey Peninsula College,Monterey,CA,"Monterey, CA",855,995,925,17,21,19,10600,Public Community College,1-Aug,3.17,61,5.5,1,1104-2112,22,https://www.mpc.edu/,0
Montessori Education Center of the Rockies,Denver,CO,"Denver, CO",950,1100,1040,20,24,22,35300,Private University,1-Feb,2.97,80,6.5,1,1104-2112,22,https://www.mecr.edu/,2.75
Montgomery Beauty School,Silver Spring,MD,"Silver Spring, MD",935,1070,1002,19,23,21,18600,Private University,Rolling,2.64,80,6.5,1,1104-2112,22,https://www.montgomerybeautyschool.com/,0
Montgomery College,Rockville,MD,"Rockville, MD",810,935,872,16,19,18,14200,Public Community College,Rolling,3.17,61,5.5,1,6847-18570,34,http://montgomerycollege.edu/,0
Montserrat College of Art,Beverly,MA,"Beverly, MA",1090,1250,1170,23,27,25,40700,Private University,1-Jan,3.27,80,6.5,1,8310-12538,27,http://montserrat.edu/,2.75
Moody Bible Institute,Chicago,IL,"Chicago, IL",1010,1150,1080,21,25,23,15800,Private University,1-Feb,3.01,80,6.5,1,1104-2112,22,https://www.moody.edu/,2.75
Moorpark College,Moorpark,CA,"Moorpark, CA",1060,1230,1140,23,27,25,9600,Public University,30-Nov,3.16,79,6.5,1,1104-2112,22,https://www.moorparkcollege.edu/index.shtml,2.75
Moraine Valley Community College,Palos Hills,IL,"Palos Hills, IL",850,980,915,17,21,19,9800,Public Community College,Rolling,3.17,61,5.5,1,1621-3121,14,http://morainevalley.edu/,0
Morehead State University,Morehead,KY,"Morehead, KY",1100,1230,1160,24,27,26,15000,Public University,1-Mar,3.28,79,6.5,1,3677-9290,22,http://moreheadstate.edu/,2.75
Morehouse College,Atlanta,GA,"Atlanta, GA",1020,1160,1090,18,25,22,32900,Private University,15-Jan,3.03,79,6.5,1,8519-19399,30,http://morehouse.edu/,2.75
Morehouse School of Medicine,Atlanta,GA,"Atlanta, GA",1100,1240,1170,24,27,26,37300,Private University,1-Jan,3.27,80,6.5,1,5267-10489,21,http://msm.edu/,2.75
Morgan Community College,Fort  Morgan,CO,"Fort  Morgan, CO",1070,1220,1140,23,27,25,16900,Public University,1-Mar,3.15,79,6.5,1,1104-2112,22,https://www.morgancc.edu/,2.75
Morgan State University,Baltimore,MD,"Baltimore, MD",840,1070,960,16,21,18,19100,Public University,1-Mar,2.85,71,6,1,1104-2112,22,https://www.morgan.edu/,2.75
Morningside University,Sioux City,IA,"Sioux City, IA",1070,1230,1150,23,27,25,39700,Private University,15-Jan,3.2,80,6.5,1,1104-2112,22,https://www.morningside.edu/,2.75
Morris Brown College,Atlanta,GA,"Atlanta, GA",1080,1230,1160,23,27,25,9600,Private University,1-Jan,3.18,80,6.5,1,1104-2112,22,https://www.morrisbrown.edu/,2.75
Morrison Institute of Technology,Morrison,IL,"Morrison, IL",855,970,912,17,20,18,20400,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.morrisontech.edu/,0
Morton College,Cicero,IL,"Cicero, IL",860,975,917,18,20,19,12400,Public Community College,Rolling,3.17,61,5.5,1,6820-17045,27,http://morton.edu/,0
Mott Community College,Flint,MI,"Flint, MI",835,965,900,17,20,18,11500,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.mcc.edu/,0
Mount Holyoke College,South Hadley,MA,"South Hadley, MA",1380,1530,1460,32,35,34,67000,Private University,1-Jan,3.78,100,7,1,6233-15668,29,http://mtholyoke.edu/,3.5
Mount Mercy University,Cedar Rapids,IA,"Cedar Rapids, IA",1020,1160,1090,22,25,24,40900,Private University,1-Jan,3.03,80,6.5,1,1104-2112,22,https://www.mtmercy.edu/,2.75
Mount Saint Mary's University,Los Angeles,CA,"Los Angeles, CA",1100,1250,1170,24,27,26,49600,Private University,15-Jan,3.3,80,6.5,1,1104-2112,22,https://www.msmu.edu/,2.75
Mount Sinai Phillips School of Nursing,New York,NY,"New York, NY",1100,1250,1170,24,27,26,37400,Private University,15-Jan,3.27,80,6.5,1,1104-2112,22,https://www.pson.edu/,2.75
Mount St. Mary's University,Emmitsburg,MD,"Emmitsburg, MD",1050,1280,1160,19,27,23,48600,Private University,15-Jan,3.28,80,6.5,1,1104-2112,22,https://msmary.edu/,3
Mount Wachusett Community College,Gardner,MA,"Gardner, MA",820,930,875,17,19,18,11100,Public Community College,1-Aug,3.17,61,5.5,1,1104-2112,22,https://mwcc.edu/,0
Mt San Antonio College,Walnut,CA,"Walnut, CA",820,945,882,17,20,18,10500,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.mtsac.edu/,0
Mt San Jacinto Community College District,San Jacinto,CA,"San Jacinto, CA",840,970,905,17,20,18,12700,Public Community College,1-Aug,3.17,61,5.5,1,1104-2112,22,https://www.msjc.edu/,0
Murray State University,Murray,KY,"Murray, KY",940,1170,1060,19,26,22,19800,Public University,30-Nov,3.06,79,6.5,1,5581-11208,22,http://murraystate.edu/,2.75
Musicians Institute,Hollywood,CA,"Hollywood, CA",975,1100,1037,20,24,22,34300,Private University,Rolling,2.74,80,6.5,1,1104-2112,22,https://www.mi.edu/,2.75
Muskegon Community College,Muskegon,MI,"Muskegon, MI",830,975,902,17,20,18,16000,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.muskegoncc.edu/,0
NHTI-Concord's Community College,Concord,NH,"Concord, NH",860,985,922,18,21,20,15400,Public Community College,1-Aug,3.17,61,5.5,1,1104-2112,22,https://www.nhti.edu/,0
Napa Valley College,Napa,CA,"Napa, CA",815,925,870,16,19,18,11900,Public Community College,Rolling,3.17,61,5.5,1,6082-11414,37,http://napavalley.edu/,0
Naropa University,Boulder,CO,"Boulder, CO",960,1120,1030,20,24,22,36600,Private University,1-Jan,2.93,80,6.5,1,2400-5521,20,http://naropa.edu/,2.75
Nashua Community College,Nashua,NH,"Nashua, NH",860,1015,937,18,21,20,15400,Public Community College,Rolling,3.17,61,5.5,1,1768-2891,14,http://nashuacc.edu/,0
Nathan Layne Institute of Cosmetology,Chubbuck,ID,"Chubbuck, ID",945,1060,1002,20,23,22,19100,Private University,Rolling,2.67,80,6.5,1,1104-2112,22,https://www.nathanlayneinstitute.com/,0
National Aviation Academy of New England,Concord,MA,"Concord, MA",850,1005,927,17,21,19,9600,Public Community College,1-Aug,3.17,61,5.5,1,1104-2112,22,https://www.naa.edu/,0
National Conservatory of Dramatic Arts,Washington,DC,"Washington, DC",840,965,902,17,20,18,11600,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.theconservatory.org/,0
National Holistic Institute,Emeryville,CA,"Emeryville, CA",965,1105,1035,20,24,22,18200,Private University,Rolling,2.73,80,6.5,1,1104-2112,22,https://www.nhi.edu/,0
National Louis University,Chicago,IL,"Chicago, IL",970,1150,1060,20,25,22,12700,Private University,1-Jan,3,80,6.5,1,3938-10076,19,http://nl.edu/,2.75
National Park College,Hot Springs,AR,"Hot Springs, AR",855,970,912,17,20,18,7300,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.np.edu/,0
National University,San Diego,CA,"San Diego, CA",1080,1240,1160,23,27,25,13300,Private University,1-Jan,3.17,80,6.5,1,1104-2112,22,https://www.nu.edu/,2.75
National University of Health Sciences,Lombard,IL,"Lombard, IL",1100,1250,1170,24,27,26,37300,Private University,1-Jan,3.27,80,6.5,1,3372-9261,16,http://nuhs.edu/,2.75
Navajo Technical University,Crownpoint,NM,"Crownpoint, NM",1090,1220,1150,23,27,25,4300,Public University,Rolling,3.22,79,6.5,1,1104-2112,22,https://www.navajotech.edu/,2.75
Naval Postgraduate School,Monterey,CA,"Monterey, CA",1070,1230,1150,23,27,25,23200,Public University,1-Feb,3.25,79,6.5,1,3213-6859,18,http://nps.edu/,2.75
Nazarene Bible College,Colorado Springs,CO,"Colorado Springs, CO",1080,1240,1160,23,27,25,10500,Private University,15-Jan,3.2,80,6.5,1,1104-2112,22,https://www.nbc.edu/,2.75
Nazarene Theological Seminary,Kansas City,MO,"Kansas City, MO",1090,1220,1160,23,27,25,33600,Private University,1-Jan,3.17,80,6.5,1,4357-9132,19,http://nts.edu/,2.75
Nebraska College of Technical Agriculture,Curtis,NE,"Curtis, NE",835,990,912,17,21,19,5900,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://ncta.unl.edu/,0
Nebraska Indian Community College,Macy,NE,"Macy, NE",1050,1230,1140,22,27,24,4100,Public University,Rolling,3.17,79,6.5,1,1104-2112,22,https://www.thenicc.edu/,2.75
Nebraska Methodist College of Nursing & Allied Health,Omaha,NE,"Omaha, NE",1060,1210,1140,23,26,24,17900,Private University,1-Jan,3.16,80,6.5,1,1104-2112,22,https://www.methodistcollege.edu/,2.75
Nebraska Wesleyan University,Lincoln,NE,"Lincoln, NE",1020,1290,1160,22,27,24,43600,Private University,1-Jan,3.25,80,6.5,1,1104-2112,22,https://www.nebrwesleyan.edu/,3
Neosho Beauty College,Neosho,MO,"Neosho, MO",935,1065,1000,19,23,21,16900,Private University,Rolling,2.43,80,6.5,1,1104-2112,22,https://neoshobeautycollege.com/,0
Neosho County Community College,Chanute,KS,"Chanute, KS",825,980,902,17,21,19,5800,Public Community College,Rolling,3.17,61,5.5,1,853-1530,16,http://neosho.edu/,0
Ner Israel Rabbinical College,Baltimore,MD,"Baltimore, MD",1060,1210,1140,23,26,24,10600,Private University,15-Jan,3.13,80,6.5,1,1104-2112,22,https://nirc.edu/,2.75
New Beginning College of Cosmetology,Albertville,AL,"Albertville, AL",965,1070,1017,20,23,22,17000,Private University,Rolling,2.63,80,6.5,1,1104-2112,22,https://www.nbccosmetology.com/,0
New Brunswick Theological Seminary,New Brunswick,NJ,"New Brunswick, NJ",1100,1260,1170,24,28,26,37800,Private University,1-Jan,3.28,80,6.5,1,1104-2112,22,https://www.nbts.edu/,2.75
New England College,Henniker,NH,"Henniker, NH",980,1110,1050,21,24,22,41900,Private University,1-Jan,2.95,80,6.5,1,8308-13846,38,http://nec.edu/,2.75
New England College of Optometry,Boston,MA,"Boston, MA",1110,1230,1170,24,27,26,37300,Private University,1-Jan,3.27,80,6.5,1,1104-2112,22,https://www.neco.edu/,2.75
New England Law-Boston,Boston,MA,"Boston, MA",1090,1240,1160,23,27,25,34700,Private University,15-Jan,3.19,80,6.5,1,1104-2112,22,https://www.nesl.edu/,2.75
New England Tractor Trailer Training School of Connecticut,Somers,CT,"Somers, CT",960,1075,1017,20,23,22,17400,Private University,Rolling,2.48,80,6.5,1,1104-2112,22,https://www.nettts.com/,0
New Jersey City University,Jersey City,NJ,"Jersey City, NJ",1000,1170,1080,21,25,23,14500,Public University,1-Feb,3.1,79,6.5,1,5493-9025,21,http://njcu.edu/,2.75
New Jersey Institute of Technology,Newark,NJ,"Newark, NJ",1210,1460,1340,27,34,30,37700,Public University,1-Feb,3.58,84,6.5,1,3386-7603,25,http://njit.edu/,3.3
